period,genre_brut,macro_genre,filename,title,author,n_words,output_path
1720-1730,Romans,Romans,modern_theatre18_clean_cp-241_clean.tei,,Bernard de Fontenelle (1657-1757),11544,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Romans/modern_theatre18_clean_cp-241_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_cp-275_clean.tei,,Bernard de Fontenelle (1657-1757),15309,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_cp-275_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_crebillon_pyrrhus_clean.tei,,Prosper de Crébillon (1674-1762),14746,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_crebillon_pyrrhus_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_deslisle_arlequinsauvage_clean.tei,,Louis-François Delisle de La Drevetière (1682-1756),13366,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_deslisle_arlequinsauvage_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_dornevalfuzelierlesage_arlequinroidesogres_clean.tei,,Jacques-Philippe d' Orneval (17..?-1766),3638,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_dornevalfuzelierlesage_arlequinroidesogres_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_dornevallesage_coupletsenproces_clean.tei,,Jacques-Philippe d' Orneval (17..?-1766),2281,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_dornevallesage_coupletsenproces_clean.txt
1720-1730,Comédie,Théâtre,modern_theatre18_clean_dufresny_mariagefaitetrompu_clean.tei,,Charles Du Fresny (1648-1724),9452,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_dufresny_mariagefaitetrompu_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_folard_themistocle_clean.tei,,Melchior de Folard (1683-1739),17820,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_folard_themistocle_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_fuzelier_enfergalant_clean.tei,,Louis Fuzelier (1672?-1752),3462,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_fuzelier_enfergalant_clean.txt
1720-1730,Parade,Théâtre,modern_theatre18_clean_gueullette_leandrefiacre_clean.tei,,Thomas-Simon Gueullette (1683-1766),1796,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_gueullette_leandrefiacre_clean.txt
1720-1730,Parade,Théâtre,modern_theatre18_clean_gueullette_leandrehongre_clean.tei,,Thomas-Simon Gueullette (1683-1766),5182,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_gueullette_leandrehongre_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_gueullette_marchanddemerde_clean.tei,,Thomas-Simon Gueullette (1683-1766),1894,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_gueullette_marchanddemerde_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_lamotte_inesdecastro_clean.tei,,Antoine de La Motte (1672-1731),10662,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_lamotte_inesdecastro_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_lamotte_machabees_clean.tei,,Antoine de La Motte (1672-1731),11883,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_lamotte_machabees_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_legrand_cartouche_clean.tei,,Marc-Antoine Legrand (1673-1728),8777,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_legrand_cartouche_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_legrand_nouveaute_clean.tei,,Marc-Antoine Legrand (1673-1728),5874,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_legrand_nouveaute_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_legrand_plutus_clean.tei,,Marc-Antoine Legrand (1673-1728),8314,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_legrand_plutus_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_lesagedorneval_ilegougou_clean.tei,,Jacques-Philippe d' Orneval (17..?-1766),4057,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_lesagedorneval_ilegougou_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_annibal_clean.tei,,Pierre de Marivaux (1688-1763),12904,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_annibal_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_arlequinpoliparlamour_clean.tei,,Pierre de Marivaux (1688-1763),7152,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_arlequinpoliparlamour_clean.txt
1720-1730,Comédie,Théâtre,modern_theatre18_clean_marivaux_denouementimprevu_clean.tei,,Pierre de Marivaux (1688-1763),7449,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_denouementimprevu_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_doubleinconstance_clean.tei,,Pierre de Marivaux (1688-1763),20607,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_doubleinconstance_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_faussesuivante_clean.tei,,Pierre de Marivaux (1688-1763),19046,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_faussesuivante_clean.txt
1720-1730,Comédie,Théâtre,modern_theatre18_clean_marivaux_heritierdevillage_clean.tei,,Pierre de Marivaux (1688-1763),8090,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_heritierdevillage_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_iledelaraison_clean.tei,,Pierre de Marivaux (1688-1763),18067,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_iledelaraison_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_iledesesclaves_clean.tei,,Pierre de Marivaux (1688-1763),8685,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_iledesesclaves_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_princetravesti_clean.tei,,Pierre de Marivaux (1688-1763),20057,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_princetravesti_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_secondesurprisedelamour_clean.tei,,Pierre de Marivaux (1688-1763),16944,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_secondesurprisedelamour_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_marivaux_surprisedelamour_clean.tei,,Pierre de Marivaux (1688-1763),16318,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_marivaux_surprisedelamour_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_nadal_antiochus_clean.tei,,Augustin Nadal (1659-1741),13962,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_nadal_antiochus_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_nadal_mariamne_clean.tei,,Augustin Nadal (1659-1741),12915,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_nadal_mariamne_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_pellegrin_tibere_clean.tei,,Simon-Joseph Pellegrin (1663-1745),13243,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_pellegrin_tibere_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_piron_arlequindecalion_clean.tei,,Alexis Piron (1689-1773),7060,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_piron_arlequindecalion_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_piron_ecoleperes_clean.tei,,Alexis Piron (1689-1773),18608,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_piron_ecoleperes_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_piron_vasta_clean.tei,,Alexis Piron (1689-1773),2775,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_piron_vasta_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_poisson_actricenouvelle_clean.tei,,Philippe Poisson (1682-1743),5009,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_poisson_actricenouvelle_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_poisson_amoursecret_clean.tei,,Philippe Poisson (1682-1743),6497,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_poisson_amoursecret_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_clean_tlf_419_clean.tei,,Alain-René Lesage (1668-1747),11100,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_clean_tlf_419_clean.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_alceste_parodie_représentée_pour_la_580.tei,,Pierre-François Biancolelli (1680-1734),5827,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_alceste_parodie_représentée_pour_la_580.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_alexandre_et_darius_tragedie_gallica.tei_458.tei,,Goyseau (17..-.... ; auteur dramatique),13466,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_alexandre_et_darius_tragedie_gallica.tei_458.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_amadis_le_cadet_parodie_d_705.tei,,Louis Fuzelier (1672?-1752),5288,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_amadis_le_cadet_parodie_d_705.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_arlequin_endymion_pièce_en_un_191.tei,,Jacques-Philippe d' Orneval (17..?-1766),3190,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_arlequin_endymion_pièce_en_un_191.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_athénaïs_tragédie_par_j_de_744.tei,,François-Joseph de La Grange-Chancel (1677-1758),13199,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_athénaïs_tragédie_par_j_de_744.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_l_amour_mutuel_pastorale_en_684.tei,,Gaultier,1507,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_l_amour_mutuel_pastorale_en_684.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_l_isle_de_la_folie_311.tei,,Pierre-François Biancolelli (1680-1734),6837,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_l_isle_de_la_folie_311.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_la_mère_rivale_comédie_en_422.tei,,Pierre-François Godard de Beauchamps (1689-1761),15174,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_la_mère_rivale_comédie_en_422.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_la_princesse_d_élide_ballet_385.tei,,Simon-Joseph Pellegrin (1663-1745),6219,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_la_princesse_d_élide_ballet_385.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_le_ballet_des_xxiv_heures_217.tei,,Marc-Antoine Legrand (1673-1728),15307,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_le_ballet_des_xxiv_heures_217.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_le_mauvais_ménage_parodie_représentée_264.tei,,Marc-Antoine Legrand (1673-1728),2047,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_le_mauvais_ménage_parodie_représentée_264.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_le_monde_renversé_pièce_d_273.tei,,Alain-René Lesage (1668-1747),5246,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_le_monde_renversé_pièce_d_273.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_le_nouveau_monde_comédie_mêlée_571.tei,,Simon-Joseph Pellegrin (1663-1745),15458,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_le_nouveau_monde_comédie_mêlée_571.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_le_pastor-fido_pastorale_héroïque_en_282.tei,,Simon-Joseph Pellegrin (1663-1745),14752,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_le_pastor-fido_pastorale_héroïque_en_282.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_le_portrait_comédie_représentée_par_286.tei,,Pierre-François Godard de Beauchamps (1689-1761),6416,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_le_portrait_comédie_représentée_par_286.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_le_tour_de_carnaval_comédie_405.tei,,Léonor-Jean-Christine Soulas d' Allainval (1700?-1753),7800,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_le_tour_de_carnaval_comédie_405.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_les_festes_grecques_et_romaines_352.tei,,Louis Fuzelier (1672?-1752),6888,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_les_festes_grecques_et_romaines_352.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_les_festes_vénitiennes_balet_représenté_39.tei,,Antoine Danchet (1671-1748),5272,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_les_festes_vénitiennes_balet_représenté_39.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_les_folies_de_cardénio_pièce_342.tei,,Charles-Antoine Coypel (1694-1752),2542,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_les_folies_de_cardénio_pièce_342.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_les_nouveaux_fragments_ballet_mis_379.tei,,Antoine Danchet (1671-1748),5259,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_les_nouveaux_fragments_ballet_mis_379.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_nitetis_tragédie_par_m_danchet_528.tei,,Antoine Danchet (1671-1748),15729,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_nitetis_tragédie_par_m_danchet_528.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_oedipe_tragédie_par_l_p_536.tei,,Melchior de Folard (1683-1739),15260,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_oedipe_tragédie_par_l_p_536.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_pirame_et_thisbé_parodie_par_541.tei,,Lelio (fils),4591,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_pirame_et_thisbé_parodie_par_541.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_pirame_et_thisbé_tragédie_de_413.tei,,"La Serre, Jean-Louis-Ignace de (1662-1756)",4458,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_pirame_et_thisbé_tragédie_de_413.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_romulus_tragédie_par_m_de_727.tei,,Antoine de La Motte (1672-1731),12665,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_romulus_tragédie_par_m_de_727.txt
1720-1730,Théâtre,Théâtre,modern_theatre18_gallica_tancrède_tragédie_paroles_de_danchet_295.tei,,Antoine Danchet (1671-1748),6210,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/Théâtre/modern_theatre18_gallica_tancrède_tragédie_paroles_de_danchet_295.txt
1720-1730,,GENRE_VIDE,modern_theatre18_gallica_tarsis_et_zélie_tragédie_représentée_738.tei,,"La Serre, Jean-Louis-Ignace de (1662-1756)",6776,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_theatre18_gallica_tarsis_et_zélie_tragédie_représentée_738.txt
1720-1730,not_known,GENRE_VIDE,modern_voyages_de_cyrus_avec_un_discours_sur_la_mythologie__tome_1_les__124.tei,,"Ramsay, Andrew Michael (1686-1743)",37398,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_voyages_de_cyrus_avec_un_discours_sur_la_mythologie__tome_1_les__124.txt
1720-1730,not_known,GENRE_VIDE,modern_voyages_de_cyrus_avec_un_discours_sur_la_mythologie__tome_2_les__125.tei,,"Ramsay, Andrew Michael (1686-1743)",42695,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1720-1730/GENRE_VIDE/modern_voyages_de_cyrus_avec_un_discours_sur_la_mythologie__tome_2_les__125.txt
1730-1740,Histoire,Histoire,histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_1_16.tei,,Charles Rollin (1661-1741),115930,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1730-1740/Histoire/histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_1_16.txt
1730-1740,Histoire,Histoire,histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_2_17.tei,,Charles Rollin (1661-1741),114498,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1730-1740/Histoire/histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_2_17.txt
1730-1740,Histoire,Histoire,histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_3_18.tei,,Charles Rollin (1661-1741),138999,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1730-1740/Histoire/histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_3_18.txt
1730-1740,Histoire,Histoire,histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_4_19.tei,,Charles Rollin (1661-1741),107298,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1730-1740/Histoire/histoire_ancienne_des_egyptiens_des_carthaginois_des_assyrienes_macedoniens_des_grecs__tome_4_19.txt
