# Mots stables — candidats local anchors
# format: mot | drift_moyen | drift_global

d'autre	0.0027	0.1088
purent	0.0027	0.0967
qu'un	0.0027	0.1081
vit	0.0027	0.1066
l'hiver	0.0027	0.0881
pisces	0.0027	0.0947
aucune	0.0027	0.1227
forme	0.0027	0.0960
rendit	0.0027	0.1006
renu	0.0027	0.0885
place	0.0027	0.1056
plusieurs	0.0027	0.1336
l'automne	0.0027	0.0756
soeurs	0.0027	0.0952
puissions	0.0027	0.0961
n'ait	0.0027	0.1232
étaient	0.0027	0.0975
d'égard	0.0027	0.0976
arriva	0.0027	0.0984
travailloit	0.0027	0.0903
hominem	0.0027	0.0647
animaux	0.0027	0.0996
dirc	0.0027	0.0878
desordre	0.0027	0.0713
auroit	0.0027	0.1240
robe	0.0027	0.0795
sçavoir	0.0027	0.0653
augmentations	0.0027	0.0819
n'ayez	0.0027	0.0934
m'avoir	0.0027	0.0922
texte	0.0027	0.0869
legal	0.0027	0.0958
habit	0.0027	0.0896
sortir	0.0027	0.1109
certaines	0.0027	0.1166
tombent	0.0027	0.0992
consideration	0.0027	0.0611
port	0.0027	0.0808
ont	0.0027	0.1355
choies	0.0027	0.0787
esperer	0.0027	0.0754
dépens	0.0027	0.1047
officier	0.0027	0.0881
n'osa	0.0027	0.0807
seigneurs	0.0027	0.0983
commandemens	0.0027	0.0693
barcelone	0.0027	0.0497
l'eau	0.0027	0.1039
chancellerie	0.0027	0.0700
n'cft	0.0027	0.0899
vaut	0.0027	0.1069
illud	0.0027	0.0649
couronne	0.0027	0.0887
c'està	0.0027	0.0817
